KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
MARITENGNGAE,4629,21492,26121
PITU RIASE,2212,9239,11451
TIROANG,0,0,0
WATANG PULU,4310,12557,16867
MASALLE,1701,4537,6238
LANRISANG,1900,8241,10141
MAIWA,3733,8964,12697
BARANTI,3131,13517,16648
DUAMPANUA,4658,17165,21823
PANCA RIJANG,3708,12151,15859
CURIO,3004,4628,7632
BASSE SANGTEMPE,705,3221,3926
MALUA,2055,2152,4207
ANGGERAJA,5083,8077,13160
BARAKA,5530,5745,11275
SUPPA,2587,13745,16332
PATAMPANUA,4613,11696,16309
BUNTU BATU,2592,4570,7162
KAMANRE,1429,4346,5775
MATTIRO BULU,2989,12846,15835
WATANG SAWITO,6848,19833,26681
CENDANA,1891,2737,4628
WALENRANG UTARA,4331,7626,11957
PALETEANG,5193,13124,18317
BUNGIN,1076,1491,2567
ALLA,4622,5945,10567
WALENRANG TIMUR,3142,5348,8490
SULI,2795,7453,10248
LAROMPONG,2863,8972,11835
LAMASI TIMUR,1935,4226,6161
SULI BARAT,830,4166,4996
LATIMOJONG,957,2190,3147
BAJO BARAT,1463,3510,4973
PONRANG,4558,9108,13666
BELOPA UTARA,2341,5254,7595
BAROKO,1914,3501,5415
ENREKANG,6609,10063,16672
LAROMPONG SELATAN,1766,7184,8950
SANGALLA UTARA,983,3004,3987
PONRANG SELATAN,3871,10335,14206
SANGALLA SELATAN,977,2786,3763
WALENRANG BARAT,2824,4132,6956
BELOPA,3004,5845,8849
MAKALE UTARA,1619,4830,6449
MASANDA,726,1800,2526
LAMASI,5601,5629,11230
WALENRANG,4940,8375,13315
RANO,995,1648,2643
BUA,4287,10712,14999
SIMBUANG,1122,1841,2963
MAPPAK,749,2338,3087
BAJO,3901,5518,9419
BUA PONRANG,2733,5233,7966
MALIMBONG BALEPE,870,2781,3651
MAKALE SELATAN,1914,3586,5500
BASSE SANGTEMPE UTARA,807,3394,4201
MALANGKE,2062,11021,13083
MENGKENDEK,4374,9952,14326
MALANGKE BARAT,2418,9047,11465
SANGALLA,1041,2542,3583
BAEBUNTA,7515,15564,23079
BONGGAKARADENG,984,1841,2825
SEKO,3845,3126,6971
KURRA,515,1832,2347
SALUPUTI,1072,2673,3745
MAPPEDECENG,3669,8870,12539
MANGKUTANA,3958,7090,11048
REMBON,2599,6051,8650
GANDANGBATU SILLANAN,2542,6997,9539
MAKALE,5060,11447,16507
WOTU,4691,10094,14785
TOMONI TIMUR,2417,4740,7157
MASAMBA,4654,11692,16346
MALILI,5040,11226,16266
RANTETAYO,1495,4148,5643
LIMBONG,837,771,1608
TOMONI,4609,7667,12276
BUNTU PEPASAN,2170,6947,9117
SABBANG,6339,12082,18421
TANA LILI,4268,7237,11505
RAMPI,468,1018,1486
SUKAMAJU,10048,12952,23000
BITTUANG,1579,4535,6114
ANGKONA,3714,7983,11697
BALUSU,1470,3459,4929
RANTEBUA,1891,4844,6735
BONE BONE,4915,8083,12998
SANGGALANGI,2051,3824,5875
BURAU,4434,10803,15237
KALAENA,1809,4287,6096
TONDON,2792,3844,6636
NUHA,4373,5487,9860
KAPALA PITU,795,1823,2618
SESEAN SULOARA,963,2682,3645
MARISO,9636,17432,27068
RANTEPAO,3787,8020,11807
NANGGALA,2019,3641,5660
TOWUTI,5412,8778,14190
TALLUNGLIPU,2886,6013,8899
WASUPONDA,2872,5677,8549
UJUNG TANAH,5646,17706,23352
TIKALA,1613,3325,4938
WAJO,2845,12745,15590
SOPAI,2535,4009,6544
PANAKUKKANG,18437,45870,64307
MANGGALA,17896,42748,60644
TAMALANREA,15215,29906,45121
SESEAN,1714,3999,5713
MAKASAR,10666,28272,38938
BONTOALA,5664,20158,25822
RINDINGALLO,952,3099,4051
AWAN RANTE KARUA,620,1601,2221
BIRINGKANAYA,25507,57225,82732
TALLO,16709,45729,62438
RAPPOCINI,23014,50226,73240
MAMAJANG,8957,17778,26735
WARA SELATAN,1634,3401,5035
TAMALATE,23292,51303,74595
WARA UTARA,3184,6299,9483
UJUNG,4720,11915,16635
BACUKIKI BARAT,5272,15822,21094
UJUNG PANDANG,3409,10255,13664
MUNGKAJANG,1184,2704,3888
BACUKIKI,2211,6414,8625
WARA,4667,9394,14061
TELLUWANUA,2517,3691,6208
SAMATURU,3515,6943,10458
TANGGETADA,2143,4552,6695
SOREANG,5877,17060,22937
LAMBANDIA,2298,11517,13815
LALOLAE,976,723,1699
WARA BARAT,1870,3155,5025
TOARI,1858,2553,4411
WARA TIMUR,4804,10468,15272
SENDANA,1057,1987,3044
WOLO,4288,7258,11546
POLINGGONA,935,1821,2756
KOLAKA,9152,8372,17524
MOWEWE,2756,1322,4078
BARA,4772,7403,12175
LADONGI,4375,8020,12395
ULUIWOI,2552,1296,3848
TINONDO,1534,1954,3488
TINONDO,1534,1954,3488
WUNDULAKO,6069,3864,9933
ANGGABERI,2966,997,3963
POMALAA,5687,7541,13228
TIRAWUTA,3289,3320,6609
BESULUTU,2131,1615,3746
BAULA,2665,2427,5092
LAMBUYA,2059,1421,3480
WAWONII TENGAH,558,913,1471
WAWONII TIMUR LAUT,1155,795,1950
LATAMBAGA,5256,7933,13189
UEPAI,3743,2935,6678
WATUBANGGA,2195,5230,7425
ROUTA,277,1540,1817
BONDOALA,3001,1547,4548
LOEA,1352,2115,3467
MELUHU,1340,1460,2800
PONDIDAHA,3623,2123,5746
WAWONII SELATAN,1483,841,2324
KAPOIALA,1301,1072,2373
WAWONII TENGGARA,1987,1312,3299
WAWONII TIMUR,1215,598,1813
AMONGGEDO,2861,2967,5828
KONAWE,2855,1439,4294
TONGAUNA,4971,3946,8917
ASINUA,629,775,1404
MAGINTI,1826,1688,3514
UNAAHA,6490,5220,11710
LALONGGASUMEETO,1823,945,2768
LATOMA,735,390,1125
WONGGEDUKU,7032,4378,11410
WAWOTOBI,6238,4360,10598
PURIALA,2830,1408,4238
WAWONII BARAT,1576,1681,3257
TONGKUNO,3262,2121,5383
BONE,1622,804,2426
TONGKUNO SELATAN,930,1335,2265
SAMPARA,5154,1800,6954
SOROPIA,2641,1853,4494
ABUKI,3698,4018,7716
ONEMBUTE,1772,1676,3448
WAWONII UTARA,1356,1513,2869
BARANGKA,1690,965,2655
TIWORO KEPULAUAN,1810,1257,3067
PASIR PUTIH,1124,740,1864
LAWA,1866,1299,3165
MAROBO,1023,1534,2557
PARIGI,2490,1710,4200
KABAWO,2869,1901,4770
KABANGKA,2146,2348,4494
SEWERGADI,62,79,141
KUSAMBI,2535,1919,4454
NAPABALANO,2730,1598,4328
BATALAIWARU,3129,1865,4994
KONTU KOWUNA,1139,585,1724
TIWORO SELATAN,969,1331,2300
WA DAGA,1303,911,2214
TOWEA,1382,730,2112
BATUKARA,478,575,1053
PASI KOLAGA,1069,579,1648
LOHIA,3458,2102,5560
NAPANO KUSAMBI,1056,847,1903
DURUKA,3004,2103,5107
LASALIMU SELATAN,2498,2962,5460
MAWASANGKA TENGAH,2077,1871,3948
TIWORO TENGAH,1528,1710,3238
MALIGANO,1200,1156,2356
WAKORUMBA SELATAN,1091,658,1749
SIOMPU BARAT,1925,1034,2959
KONTUNAGA,1919,1290,3209
WATOPUTE,2870,2208,5078
MAWASANGKA TIMUR,1540,875,2415
BATAUGA,2571,4325,6896
LASALEPA,2950,1581,4531
WOLOWA,755,1667,2422
WABULA,951,1722,2673
SANGIA WAMBULU,2598,892,3490
LAPANDEWA,1560,1671,3231
G U,7341,2910,10251
KATOBU,8082,4828,12910
LASALIMU,1716,3419,5135
TIWORO UTARA,1313,1135,2448
MAWASANGKA,4526,5360,9886
KAPONTORI,3403,3607,7010
PASARWAJO,5645,12815,18460
LAKUDO,5643,4534,10177
SIOTAPINA,1709,3989,5698
TINANGGEA,4743,6038,10781
SIOMPU,1511,2503,4014
LALEMBUU,2506,6209,8715
LAONTI,2815,1852,4667
BATU ATAS,676,2216,2892
SAMPOLAWA,2916,6423,9339
ANDOOLO,4009,3923,7932
MORAMO UTARA,1773,2109,3882
TELAGA RAYA,1120,2896,4016
BASALA,677,3619,4296
MOWILA,2428,4203,6631
RANOMEETO,4481,3136,7617
PALANGGA SELATAN,1331,1839,3170
ANGATA,3468,3687,7155
LAINEA,2054,2446,4500
LANDONO,3175,3524,6699
KADATUA,2112,1476,3588
LAEYA,4958,4171,9129
BENUA,1198,3498,4696
BAITO,1667,1989,3656
MORAMO,3681,3629,7310
WOLASI,1347,1237,2584
KABAENA BARAT,1236,2082,3318
KOLONO,3025,4104,7129
KABAENA SELATAN,1084,552,1636
PALANGGA,3677,2642,6319
TONTONUNU,689,1808,2497
BUKE,2594,4560,7154
POLEANG TENGAH,458,1351,1809
RANOMEETO BARAT,2191,1468,3659
KONDA,4943,4268,9211
KABAENA TENGAH,1074,617,1691
POLEANG BARAT,1927,3664,5591
POLEANG,2231,4996,7227
KABAENA TIMUR,1180,1821,3001
KABAENA UTARA,760,938,1698
POLEANG TENGGARA,514,1190,1704
KALEDUPA,1618,3381,4999
RAROWATU UTARA,1389,2080,3469
RUMBIA TENGAH,1006,1806,2812
POLEANG SELATAN,576,2478,3054
RAROWATU,1281,1257,2538
TOGO BINONGKO,726,1428,2154
POLEANG TIMUR,1125,3385,4510
RUMBIA,1925,2635,4560
PAKUE UTARA,927,3044,3971
POREHU,931,2339,3270
KATOI,711,2519,3230
TOMIA TIMUR,816,3422,4238
LANTARI JAYA,1696,2223,3919
MATA USU,282,551,833
LASUSUA,3020,8644,11664
MATA OLEO,1537,1406,2943
TIWU,540,1909,2449
TOMIA,1099,2588,3687
POLEANG UTARA,0,0,0
PAKUE,1124,3784,4908
KABAENA,868,595,1463
LAMBAI,590,2670,3260
PAKUE TENGAH,895,3104,3999
BINONGKO,1252,2407,3659
WANGI WANGI SELATAN,4273,7920,12193
KALEDUPA SELATAN,897,2502,3399
RANTE ANGIN,653,2181,2834
ASERA,1910,1849,3759
LEMBO,1399,1208,2607
NGAPA,1919,9334,11253
KULISUSU,4343,6871,11214
LASOLO,2852,3388,6240
TOLALA,271,1212,1483
WAWO,1031,2282,3313
WATUNOHU,499,3560,4059
MOTUI,676,1098,1774
BONEGUNU,1307,2386,3693
KULISUSU BARAT,1140,1829,2969
LANGGIKIMA,901,1578,2479
WAKORUMBA UTARA,1459,1575,3034
ANDOWIA,1320,1884,3204
KODEOHA,1023,4434,5457
PUUWATU,8297,8003,16300
KAMBOWA,994,2062,3056
ABELI,5658,6465,12123
KULISUSU UTARA,1765,2416,4181
MOLAWE,1110,1803,2913
BATU PUTIH,1260,3012,4272
KENDARI,6397,7410,13807
WOLIO,8115,9768,17883
SAWA,981,1382,2363
OHEO,1325,1200,2525
MURHUM,3968,5653,9621
MANDONGA,8626,10097,18723
POASIA,6554,7268,13822
WIWIRANO,1771,2888,4659
KADIA,9703,10143,19846
KENDARI BARAT,9274,12711,21985
BATUPOARO,4798,8032,12830
LIMBOTO BARAT,10107,3890,13997
BILATO,3187,2006,5193
LIMBOTO,18154,7695,25849
KAMBU,6205,6121,12326
BUNGI,1468,2253,3721
SORA WALIO,1509,1645,3154
KOKALUKUNA,3464,4453,7917
ASPARAGA,4625,2337,6962
BARUGA,4871,5547,10418
BONGOMEME,7864,2855,10719
BATUDAA,5747,2107,7854
PULUBALA,9765,3247,13012
BETOAMBARI,3826,3905,7731
TIBAWA,14506,6567,21073
TABONGO,7036,2526,9562
BILUHU,2848,1735,4583
TILANGO,5072,2470,7542
PAGUYAMAN,10782,6992,17774
TELAGA BIRU,9991,5176,15167
BATUDAA PANTAI,4207,1771,5978
BOLIYOHUTO,5201,4600,9801
TALAGA JAYA,3584,2442,6026
TELAGA,7012,4863,11875
WONOSARI,8151,7155,15306
BULAWA,2047,685,2732
SUWAWA SELATAN,1479,1349,2828
SUWAWA TENGAH,2045,1332,3377
TILAMUTA,8771,6857,15628
DUNGALIYO,6484,2888,9372
MOOTILANGO,6837,3359,10196
TOLANGOHULA,7907,4655,12562
BULANGO TIMUR,2222,977,3199
BONE RAYA,2360,1251,3611
PAGUYAMAN PANTAI,2423,2005,4428
TILONGKABILA,6466,3674,10140
MANANGGU,3588,3009,6597
TAPA,3039,1168,4207
SUWAWA,4027,2585,6612
DULUPI,4729,3831,8560
BONE,3266,1763,5029
POPAYATO TIMUR,2253,2060,4313
KABILA BONE,3510,2244,5754
BOTUMOITO,4685,3330,8015
BULANGO SELATAN,3866,2137,6003
BULANGO ULU,1510,592,2102
DUHIADAA,3139,2648,5787
SUWAWA TIMUR,1662,1279,2941
KABILA,7763,4896,12659
DENGILO,1928,1176,3104
BOTUPINGGE,2444,1136,3580
PATILANGGIO,3043,1744,4787
POPAYATO,3062,2237,5299
PAGUAT,5011,3582,8593
RANDANGAN,4290,4193,8483
BIAU,1488,1291,2779
PONELO KEPULAUAN,1711,393,2104
BULANGO UTARA,2877,1386,4263
BONEPANTAI,3727,1823,5550
BUNTULIA,2705,3056,5761
PINOGU,685,397,1082
WANGGARASI,1226,1326,2552
TOLINGGULA,3435,1484,4919
KWANDANG,9413,4548,13961
GENTUMA RAYA,3223,1648,4871
KOTA BARAT,7928,3996,11924
DUNGINGI,6624,5148,11772
TALUDITI,2192,2057,4249
SUMALATA TIMUR,2361,1391,3752
ATINGGOLA,3974,2150,6124
SIPATANA,5745,3746,9491
KOTA SELATAN,6363,4487,10850
MONANO,2260,1335,3595
ANGGREK,5536,2475,8011
MARISA,4492,4063,8555
KOTA TIMUR,9066,4758,13824
KOTA TENGAH,8447,5045,13492
POPAYATO BARAT,1448,1895,3343
DAPURANG,674,5534,6208
TIKKE RAYA,1753,5009,6762
LEMITO,3154,2089,5243
KOTA UTARA,6437,3536,9973
TOMOLITO,3290,1301,4591
DUMBO RAYA,5948,3991,9939
SUMALATA,3578,2145,5723
BULU TABA,1138,3789,4927
DURIPOKU,607,1802,2409
PEDONGGA,1280,2178,3458
MAMUJU,0,0,0
SARJO,997,2237,3234
BAMBAIRA,1083,2774,3857
HULONTHALANGI,5707,3461,9168
BAMBALAMOTU,2610,5562,8172
SARUDU,1541,5106,6647
SAMPAGA,1336,6195,7531
SIMBORO DAN KEPULAUAN,0,0,0
BARAS,1772,6083,7855
BONEHAU,1501,3443,4944
PANGALE,1722,4801,6523
KALUMPANG,2133,4718,6851
KAROSSA,2042,8478,10520
NOSU,552,2539,3091
TOPOYO,2547,12542,15089
TAPALANG BARAT,1167,3035,4202
LARIANG,626,2498,3124
TOBADAK,2670,9737,12407
PASANGKAYU,2828,8261,11089
TOMMO,0,0,0
KALUKKU,0,0,0
TAPALANG,0,0,0
PAPALANG,2871,7633,10504
TANDUK KALUA,1107,3168,4275
RANTEBULAHAN TIMUR,625,3544,4169
MAMBI,2024,4690,6714
MEHALAAN,809,2069,2878
TAWALIAN,880,2856,3736
BUNTUMALANGKA,2397,2876,5273
BAMBANG,1516,6431,7947
TABANG,729,1788,2517
ALLU,2547,3695,6242
TABULAHAN,1439,6337,7776
ARALLE,1561,3706,5267
MAPILLI,4620,9179,13799
BALLA,547,3476,4023
MESSAWA,513,3246,3759
LIMBORO,3732,5292,9024
LUYO,4264,8575,12839
SUMARORONG,1287,4341,5628
MATAKALI,3423,7550,10973
MAMASA,1756,9079,10835
WONOMULYO,10196,15291,25487
TINAMBUNG,3624,8106,11730
SESENAPADANG,690,3257,3947
TUTAR,2839,6572,9411
PANA,1278,4253,5531
BANGGAE,5096,15333,20429
ANREAPI,1398,3518,4916
BALANIPA,3782,8701,12483
BULO,1512,4050,5562
MATANGNGA,1040,1425,2465
TUBO SENDANA,1160,3598,4758
TAPANGO,3682,7334,11016
TELUK ELPAPUTIH,0,0,0
CAMPALAGIAN,8922,16828,25750
SENDANA,2895,8480,11375
POLEWALI,8007,18529,26536
SERAM UTARA BARAT,0,0,0
BINUANG,3789,11784,15573
ULUMUNDA,900,3560,4460
PAMBOANG,2158,9094,11252
SALAHUTU,0,0,0
BANGGAE TIMUR,3935,11203,15138
LEIHITU,0,0,0
SERAM UTARA TIMUR KOBI,0,0,0
TAMMERODO SENDANA,1240,4649,5889
NUSA LAUT,0,0,0
MALUNDA,1787,6936,8723
BANDA,0,0,0
TEHORU,0,0,0
TELUTIH,0,0,0
LEIHITU BARAT,0,0,0
KOTA MASOHI,0,0,0
AMAHAI,0,0,0
SERAM UTARA TIMUR SETI,0,0,0
SERAM UTARA,0,0,0
TEON NILA SERUA,0,0,0
PULAU HARUKU,0,0,0
KEI BESAR UTARA TIMUR,2388,3067,5455
KEI BESAR,3483,8115,11598
TANIMBAR SELATAN,0,0,0
NIRUNMAS,0,0,0
KEI KECIL TIMUR,3354,3245,6599
YARU,0,0,0
SAPARUA,0,0,0
SAPARUA TIMUR,0,0,0
MOLU MARU,0,0,0
WUAR LABOBAR,0,0,0
KEI BESAR SELATAN,2491,2436,4927
KEI KECIL BARAT,340,2955,3295
KORMOMOLIN,0,0,0
WAEAPO,3994,2496,6490
LOLONG GUBA,3867,2147,6014
SELARU,0,0,0
TELUK KAIELY,1790,617,2407
BATABUAL,2898,2078,4976
TANIMBAR UTARA,0,0,0
KEI KECIL,5888,14111,19999
KIAN DARAT,0,0,0
NAMLEA,13529,4749,18278
KILMURY,0,0,0
BULA,0,0,0
WER MAKTIAN,0,0,0
WAELATA,3958,2549,6507
WER TAMRIAN,0,0,0
AIR BUAYA,3310,2654,5964
WAPLAU,3621,2139,5760
TUTUK TOLU,0,0,0
LILIALY,3961,1376,5337
SIWALALAT,0,0,0
TANIWEL TIMUR,1231,1830,3061
BULA BARAT,0,0,0
INAMOSOL,0,0,0
FENA LEISELA,0,0,0
PULAU PANJANG,0,0,0
PULAU GORONG,0,0,0
KEPULAUAN MANIPA,3365,1261,4626
SIRITAUN WIDA TIMUR,0,0,0
SERAM TIMUR,0,0,0
WAKATE,0,0,0
HUAMUAL,0,0,0
TEOR,0,0,0
GOROM TIMUR,0,0,0
ARU TENGAH TIMUR,630,1622,2252
WERINAMA,0,0,0
KAIRATU,208,208,416
ARU UTARA,982,1936,2918
TELUK WARU,0,0,0
ARU UTARA TIMUR BATULEY,1112,1117,2229
TANIWEL,3237,3580,6817
PULAU LETI,1399,2543,3942
ARU SELATAN,764,2512,3276
KAIRATU BARAT,0,0,0
ELPAPUTIH,605,1607,2212
WETAR,1628,2919,4547
ARU SELATAN TIMUR,698,1376,2074
DAMER,738,1964,2702
SERAM BARAT,0,0,0
AMALATU,5061,3497,8558
MOA LAKOR,1369,4168,5537
NAMROLE,0,0,0
HUAMUAL BELAKANG,8647,5142,13789
ARU TENGAH,1244,4924,6168
MNDONA HIERA,430,2366,2796
ARU TENGAH SELATAN,1040,1647,2687
ARU SELATAN UTARA,593,1478,2071
WAESAMA,0,0,0
NUSANIWE,15705,32910,48615
PULAU DULLAH SELATAN,0,0,0
TELUK AMBON,9972,10667,20639
LEITIMUR SELATAN,622,4502,5124
JAILOLO,8332,6946,15278
FENA FAFAN,0,0,0
KEPALA MADAN,0,0,0
AMBALAU,0,0,0
LEKSULA,0,0,0
SIRIMAU,41477,34658,76135
PULAU DULLAH UTARA,0,0,0
BAGUALA,8360,18007,26367
WEDA SELATAN,1230,1594,2824
SAHU TIMUR,1501,3227,4728
LOLODA,2455,3894,6349
IBU,3183,2284,5467
PATANI,1260,834,2094
WEDA TENGAH,985,1028,2013
IBU SELATAN,2519,3094,5613
IBU UTARA,1816,2651,4467
JAILOLO SELATAN,4184,3408,7592
KUR SELATAN,0,0,0
SAHU,2319,3286,5605
PULAU GEBE,1510,1291,2801
GALELA,3018,741,3759
TAYANDO TAM,0,0,0
JAILOLO TIMUR,0,0,0
PATANI BARAT,1163,1006,2169
PATANI UTARA,3074,3098,6172
WEDA,1581,1949,3530
TOBELO UTARA,0,0,0
KAO UTARA,0,0,0
WEDA UTARA,1704,2341,4045
TOBELO TIMUR,0,0,0
LOLODA UTARA,2460,3241,5701
KAO TELUK,2113,1408,3521
TOBELO,4846,7549,12395
TOBELO BARAT,0,0,0
KAO BARAT,1287,3220,4507
GALELA SELATAN,3011,1278,4289
TOBELO TENGAH,0,0,0
KAO,0,0,0
GALELA BARAT,2797,2132,4929
TOBELO SELATAN,0,0,0
GANE TIMUR SELATAN,0,0,0
KEPULAUAN JORONGA,1981,1021,3002
BACAN SELATAN,0,0,0
LOLODA KEPULAUAN,1922,1435,3357
GANE BARAT UTARA,2295,948,3243
GALELA UTARA,0,0,0
BACAN TIMUR TENGAH,2572,1502,4074
KEPULAUAN BOTANGLOMANG,2122,1619,3741
MANDIOLI UTARA,0,0,0
MALIFUT,0,0,0
OBI SELATAN,0,0,0
BACAN TIMUR SELATAN,1834,1245,3079
PULAU MAKIAN,4944,3019,7963
MANDIOLI SELATAN,1612,1124,2736
OBI,3631,3040,6671
BACAN TIMUR,0,0,0
GANE BARAT SELATAN,0,0,0
OBI TIMUR,0,0,0
KAYOA,3094,1459,4553
GANE TIMUR TENGAH,0,0,0
BACAN BARAT UTARA,0,0,0
OBI BARAT,0,0,0
GANE TIMUR,2097,2460,4557
BACAN BARAT,1603,804,2407
KASIRUTA BARAT,0,0,0
TALIABU BARAT LAUT,0,0,0
KAYOA SELATAN,1711,1448,3159
KASIRUTA TIMUR,1045,1073,2118
TALIABU UTARA,0,0,0
MANGOLI UTARA,0,0,0
TALIABU SELATAN,0,0,0
OBI UTARA,0,0,0
GANE BARAT,0,0,0
KAYOA BARAT,1667,689,2356
MAKIAN BARAT,1925,405,2330
MANGOLI SELATAN,0,0,0
SANANA UTARA,0,0,0
SULABESI TIMUR,0,0,0
BACAN,4538,3794,8332
KAYOA UTARA,1172,648,1820
MANGOLI TENGAH,0,0,0
LEDE,0,0,0
MANGOLI TIMUR,0,0,0
MANGOLI UTARA TIMUR,0,0,0
MANGOLI BARAT,0,0,0
MABA UTARA,1768,2110,3878
TALIABU BARAT,0,0,0
WASILE,2742,2096,4838
WASILE TIMUR,3120,1620,4740
SULABESI TENGAH,0,0,0
SULABESI BARAT,0,0,0
MABA,2159,2405,4564
MABA TENGAH,1331,1579,2910
MABA SELATAN,1693,1633,3326
SULABESI SELATAN,0,0,0
WASILE TENGAH,1441,1283,2724
TALIABU TIMUR SELATAN,0,0,0
MOROTAI SELATAN BARAT,3507,3268,6775
SANANA,0,0,0
MOROTAI SELATAN,9896,2714,12610
PULAU TERNATE,5363,2923,8286
KOTA MABA,3253,2481,5734
PULAU MOTI,1435,740,2175
MOROTAI TIMUR,4136,1800,5936
MOROTAI UTARA,4180,1943,6123
PULAU HIRI,1533,460,1993
MOROTAI JAYA,2983,1678,4661
OBA UTARA,3989,3526,7515
WASILE SELATAN,3461,3460,6921
PULAU BATANG DUA,513,856,1369
WASILE UTARA,896,1485,2381
TIDORE SELATAN,4054,3388,7442
TIDORE UTARA,4878,4178,9056
KOTA TERNATE UTARA,14462,6523,20985
KOTA TERNATE TENGAH,14474,8731,23205
OBA TENGAH,2248,2017,4265
ILWAYAB,0,0,0
KOTA TERNATE SELATAN,16263,9880,26143
MERAUKE,0,0,0
TIDORE,4815,4765,9580
OKABA,0,0,0
KAPTEL,0,0,0
OBA,3709,2789,6498
TUBANG,0,0,0
NGGUTI,0,0,0
KURIK,0,0,0
TIDORE TIMUR,2489,1905,4394
NAUKENJERAI,0,0,0
OBA SELATAN,1489,1272,2761
WAAN,0,0,0
TANAH MIRING,0,0,0
MALIND,0,0,0
SOTA,0,0,0
TABONJI,0,0,0
MUTING,0,0,0
WADANGKU,0,0,0
WAMENA,0,0,0
LIBAREK,0,0,0
SEMANGGA,0,0,0
KIMAAM,0,0,0
USILIMO,0,0,0
JAGEBOB,0,0,0
ELIKOBAL,0,0,0
ULILIN,0,0,0
ANIMHA,0,0,0
TAGINERI,0,0,0
MAIMA,0,0,0
PIRAMID,0,0,0
TAGIME,0,0,0
KORAGI,0,0,0
PISUGI,0,0,0
MOLAGALOME,0,0,0
BIPIRI,0,0,0
HUBIKOSI,0,0,0
WELESI,0,0,0
ASOTIPO,0,0,0
PELEBAGA,0,0,0
ITLAY HISAGE,0,0,0
MUSATFAK,0,0,0
WITA WAYA,0,0,0
ASOLOGAIMA,0,0,0
MULIAMA,0,0,0
WALELAGAMA,0,0,0
SIEPKOSI,0,0,0
WOLO,0,0,0
BUGI,0,0,0
WOUMA,0,0,0
HUBIKIAK,0,0,0
SILO KARNO DOGA,0,0,0
TRIKORA,0,0,0
WESAPUT,0,0,0
TAELAREK,0,0,0
RAVENI RARA,134,1652,1786
GRESI  SELATAN,25,676,701
IBELE,0,0,0
BOLAKME,0,0,0
WALAIK,0,0,0
KURULU,0,0,0
KAUREH,2068,4892,6960
YALENGGA,0,0,0
ASOLOKOBAL,0,0,0
YAPSI,1907,1188,3095
WAIBU,2437,5828,8265
UNURUM GUAY,250,1137,1387
NAMBLUONG,952,1142,2094
NAPUA,0,0,0
DEPAPRE,489,1968,2457
SENTANI TIMUR,950,3343,4293
SENTANI BARAT,637,1431,2068
SENTANI,18424,24796,43220
WAME,0,0,0
POPUGOBA,0,0,0
MOORA,0,0,0
WAPOGA,0,0,0
DIPA,0,0,0
EBUNGFA,320,1383,1703
NIMBORAN,470,2553,3023
KEMTUK,472,2063,2535
AIRU,216,861,1077
KEMTUK GRESI,301,2260,2561
NABIRE,0,0,0
NIMBOKRANG,2555,1419,3974
DEMTA,308,1488,1796
TELUK UMAR,0,0,0
TELUK KIMI,0,0,0
MAKIMI,0,0,0
NABIRE BARAT,0,0,0
SIRIWO,0,0,0
YAPEN SELATAN,0,0,0
MENOU,0,0,0
NAPAN,0,0,0
YOKARI,161,1260,1421
PULAU KURUDU,0,0,0
ANGKAISERA,0,0,0
WINDESI,0,0,0
WONAWA,0,0,0
YARO,0,0,0
KEPULAUAN AMBAI,0,0,0
WANGGAR,0,0,0
UWAPA,0,0,0
YAUR,0,0,0
AIMANDO PADAIDO,121,1123,1244
YAPEN TIMUR,0,0,0
TELUK AMPIMOI,0,0,0
RAIMBAWI,0,0,0
POOM,0,0,0
YAPEN UTARA,0,0,0
KOSIWO,0,0,0
YAWOSI,67,974,1041
BRUYADORI,65,710,775
YAPEN BARAT,0,0,0
PULAU YERUI,0,0,0
WARSA,192,2143,2335
BIAK UTARA,490,2938,3428
ORKERI,91,671,762
SAMOFA,3126,7954,11080
BONDIFUAR,22,315,337
POIRU,54,850,904
ORIDEK,138,2304,2442
BIAK BARAT,219,2481,2700
PADAIDO,156,882,1038
MULIA,0,0,0
SWANDIWE,364,1898,2262
ANDEY,117,1091,1208
BIAK KOTA,3216,12715,15931
FAWI,1971,3239,5210
NUMFOR BARAT,85,914,999
YENDIDORI,397,3296,3693
KAPIRAYA,0,0,0
BOWOBADO,0,0,0
YATAMO,0,0,0
NUMFOR TIMUR,124,776,900
ILU,0,0,0
YAMO,0,0,0
HITADIPA,0,0,0
TIGI,0,0,0
SIRIWO,0,0,0
PANIAI BARAT,0,0,0
TINGGINAMBUT,2120,26686,28806
ARADIDE,0,0,0
MEWOLUK,905,12044,12949
SUGAPA,0,0,0
BIAK TIMUR,256,3336,3592
TIGI BARAT,0,0,0
KEBO,0,0,0
JIGONIKME,0,0,0
TIGI TIMUR,0,0,0
TORERE,3000,3807,6807
AGISIGA,0,0,0
PANIAI TIMUR,0,0,0
MIMIKA BARAT JAUH,179,1022,1201
WANDAI,0,0,0
MIMIKA TIMUR JAUH,561,2664,3225
HOMEO,0,0,0
DUMADAMA,0,0,0
KUALA KENCANA,6171,10309,16480
AGIMUGA,13,643,656
PANTAI TIMUR BAGIAN BARAT,0,0,0
BIANDOGA,0,0,0
JILA,228,2521,2749
BIBIDA,0,0,0
APAWER HULU,0,0,0
MIMIKA TIMUR,1136,2628,3764
BOGABAIDA,0,0,0
SARMI,0,0,0
MIMIKA BARAT,368,1417,1785
EKADIDE,0,0,0
