KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
GIRISUBO,5073,10338,15411
PANGGANG,8173,9669,17842
NGAWEN,5269,15028,20297
PONJONG,11529,22255,33784
KARANGMOJO,11499,21820,33319
SEMIN,9097,23175,32272
PLAYEN,14709,22005,36714
GEDANGSARI,5959,15997,21956
SAPTOSARI,12112,11430,23542
SEYEGAN,15947,15002,30949
TEMPEL,18729,14968,33697
BERBAH,14513,17812,32325
KALASAN,19563,28393,47956
PATUK,9112,11423,20535
PURWOSARI,5972,6697,12669
MLATI,24638,33318,57956
CANGKRINGAN,9108,10086,19194
SLEMAN,20163,21812,41975
GODEAN,20653,22478,43131
TURI,12594,10309,22903
MINGGIR,10452,10471,20923
NGEMPLAK,17016,20268,37284
NGAGLIK,24966,33453,58419
GAMPING,25451,31468,56919
UMBULHARJO,18563,21583,40146
PAKEM,10709,12803,23512
GEDONGTENGEN,3465,8842,12307
MERGANGSAN,7990,11255,19245
MANTRIJERON,8782,12333,21115
NGAMPILAN,4916,6038,10954
KOTAGEDE,10404,9285,19689
PRAMBANAN,15005,17018,32023
TULAKAN,26475,16301,42776
DEPOK,30186,48189,78375
TEGALOMBO,17277,8915,26192
GONDOMANAN,3646,5848,9494
JETIS,5224,11152,16376
TEGALREJO,7783,14307,22090
NGADIROJO,17139,9779,26918
PACITAN,34407,9916,44323
PUNUNG,13649,7683,21332
MOYUDAN,13727,8127,21854
DANUREJAN,4581,8127,12708
KRATON,5407,7760,13167
PAKUALAMAN,2362,4628,6990
BABADAN,14499,24784,39283
WIROBRAJAN,6422,9629,16051
SUKOREJO,15545,16161,31706
PRINGKUKU,12521,6407,18928
SUDIMORO,8628,9057,17685
GONDOKUSUMAN,8896,17113,26009
SAMPUNG,10632,12323,22955
BADEGAN,8115,9204,17319
NAWANGAN,14975,10887,25862
BANDAR,15693,8153,23846
KEBONAGUNG,19865,7227,27092
DONOROJO,9123,11467,20590
SIMAN,12521,12897,25418
SLAHUNG,14996,14666,29662
NGRAYUN,12722,21510,34232
JENANGAN,16777,16221,32998
ARJOSARI,15613,6540,22153
SOOKO,6203,8336,14539
PONOROGO,18820,25393,44213
TRENGGALEK,17039,21062,38101
NGEBEL,5685,6621,12306
SAMBIT,9681,11922,21603
PULUNG,12483,17518,30001
JAMBON,11309,12064,23373
TUGU,12137,14949,27086
KAUMAN,12564,12829,25393
GANDUSARI,11734,19249,30983
PUDAK,2970,2712,5682
MLARAK,12714,7859,20573
BENDUNGAN,5583,9649,15232
WATULIMO,10066,29747,39813
JETIS,9724,8563,18287
POGALAN,11172,18201,29373
BUNGKAL,11809,10734,22543
SAWOO,15828,16810,32638
BALONG,14788,11562,26350
PULE,10538,19744,30282
TULUNGAGUNG,14699,23191,37890
PAKEL,11449,19477,30926
DURENAN,11930,17569,29499
KARANGAN,12466,15590,28056
BANDUNG,9980,17779,27759
PANGGUL,11137,28641,39778
PUCANGLABAN,4458,9089,13547
REJOTANGAN,14204,28079,42283
CAMPURDARAT,9374,24051,33425
SURUH,5876,9368,15244
KAMPAK,5902,16058,21960
BESUKI,7599,13921,21520
MUNJUNGAN,7575,22342,29917
BOYOLANGU,16835,30131,46966
NGUNUT,13040,32010,45050
DONGKO,7825,25603,33428
SUMBERGEMPOL,11481,26470,37951
KALIDAWIR,11955,28310,40265
WONODADI,8057,18884,26941
KAUMAN,11950,18955,30905
TANGGUNGGUNUNG,4552,10578,15130
GONDANG,14908,19048,33956
KARANGREJO,9904,14804,24708
PAGERWOJO,8214,10649,18863
SENDANG,10865,16273,27138
PANGGUNGREJO,7064,17912,24976
KEDUNGWARU,16708,35162,51870
WLINGI,0,0,0
UDANAWU,7205,16559,23764
TALUN,11594,24578,36172
SANANKULON,9157,22855,32012
NGANTRU,8797,23505,32302
WATES,3815,13359,17174
SRENGAT,10398,27138,37536
BAKUNG,5519,10952,16471
DOKO,6599,17159,23758
PONGGOK,0,0,0
GARUM,10446,26506,36952
GANDUSARI,12196,28264,40460
BINANGUN,8245,18144,26389
KADEMANGAN,10670,28945,39615
SELOREJO,6331,15215,21546
KESAMBEN,7735,21964,29699
NGLEGOK,11279,30777,42056
KANIGORO,0,0,0
SEMEN,9707,20914,30621
PURWOASRI,11936,21501,33437
WONOTIRTO,0,0,0
SUTOJAYAN,8719,19216,27935
SELOPURO,7810,16741,24551
GROGOL,9367,16467,25834
KAYEN KIDUL,9247,18699,27946
TAROKAN,9554,22442,31996
KUNJANG,8254,12992,21246
PLOSOKLATEN,11969,29200,41169
NGANCAR,5982,21727,27709
PARE,20674,37748,58422
PAPAR,10871,18902,29773
GURAH,15386,32517,47903
KANDAT,9252,25869,35121
KANDANGAN,8494,19369,27863
NGADILUWIH,13208,31739,44947
KEPUNG,13876,32364,46240
MOJO,16808,26336,43144
RINGINREJO,9061,21873,30934
NGASEM,13247,25408,38655
PAKISAJI,17836,31259,49095
PLEMAHAN,12677,21906,34583
KARANG PLOSO,16550,26544,43094
BADAS,14019,21740,35759
KRAS,10200,25411,35611
DONOMULYO,8124,28058,36182
PUNCU,10074,25737,35811
BANYAKAN,11505,22148,33653
TIRTOYUDO,12393,23289,35682
SINGOSARI,43782,47263,91045
PAGU,8230,15183,23413
LAWANG,31481,27924,59405
WATES,13465,38746,52211
NGAJUNG,10923,17569,28492
PAGAK,8556,16916,25472
GAMPENGREJO,7366,12518,19884
JABUNG,16375,24634,41009
DAMPIT,23493,44284,67777
AMPELGADING,11041,20283,31324
WONOSARI,9537,15171,24708
PAKIS,30173,45765,75938
DAU,14642,23245,37887
GEDANGAN,10392,19496,29888
WAGIR,14463,34501,48964
NGANTANG,13231,20276,33507
SUMBERPUCUNG,11167,19486,30653
KROMENGAN,8705,14408,23113
TUMPANG,17312,27449,44761
KASEMBON,6467,10756,17223
TEMPURSARI,0,0,0
PUJON,17902,21338,39240
TUREN,24055,40702,64757
GONDANGLEGI,21691,20994,42685
SUMBERMANJING WETAN,17100,35864,52964
PONCOKUSUMO,23156,31534,54690
BANTUR,11490,27125,38615
WAJAK,17281,30008,47289
SUKODONO,14360,15200,29560
KEDUNGJAJANG,0,0,0
KEPANJEN,24592,33423,58015
KALIPARE,10357,25462,35819
CANDIPURO,11381,25790,37171
JATIROTO,0,0,0
PADANG,0,0,0
PAGELARAN,16837,19771,36608
TAJINAN,12151,18668,30819
BULULAWANG,16368,22176,38544
PASIRIAN,16285,32152,48437
GUCIALIT,0,0,0
TEKUNG,8668,10536,19204
LUMAJANG,0,0,0
RANUYOSO,0,0,0
TEMPEH,0,0,0
PRONOJIWO,6334,11428,17762
RANDUAGUNG,0,0,0
TEMPUREJO,0,0,0
PAKUSARI,0,0,0
SENDURO,0,0,0
MAYANG,0,0,0
ARJASA,0,0,0
ROWOKANGKUNG,8658,11691,20349
PASRUJAMBE,7063,13338,20401
KLAKAH,16359,10336,26695
KALISAT,0,0,0
JELBUK,0,0,0
KUNIR,0,0,0
PATRANG,0,0,0
SUMBERSUKO,0,0,0
MUMBULSARI,0,0,0
YOSOWILANGUN,15243,18362,33605
SUKORAMBI,0,0,0
GUMUKMAS,0,0,0
JOMBANG,0,0,0
KENCONG,0,0,0
BALUNG,0,0,0
WULUHAN,0,0,0
UMBULSARI,0,0,0
SUMBERSARI,0,0,0
KALIWATES,0,0,0
JENGGAWAH,0,0,0
TANGGUL,0,0,0
SUMBERJAMBE,0,0,0
LEDOKOMBO,0,0,0
AJUNG,0,0,0
KABAT,0,0,0
PUGER,0,0,0
SILO,0,0,0
SUKOWONO,0,0,0
SEMBORO,0,0,0
SUMBERBARU,0,0,0
SONGGON,0,0,0
RAMBIPUJI,0,0,0
PESANGGARAN,0,0,0
PANTI,0,0,0
BANGSALSARI,0,0,0
AMBULU,0,0,0
ROGOJAMPI,0,0,0
PURWOHARJO,0,0,0
BANGOREJO,0,0,0
GLAGAH,0,0,0
BANYUWANGI,0,0,0
CLURING,0,0,0
KALIPURO,0,0,0
SINGOJURUH,0,0,0
GIRI,0,0,0
WONGSOREJO,0,0,0
CERMEE,19344,8345,27689
SEMPU,0,0,0
SILIRAGUNG,0,0,0
MAESAN,14705,11612,26317
TEGALSARI,0,0,0
GLENMORE,0,0,0
GENTENG,0,0,0
PRAJEKAN,11161,4564,15725
PAKEM,5547,8291,13838
TEGALDLIMO,0,0,0
MUNCAR,0,0,0
BONDOWOSO,24342,18119,42461
TAMANAN,11387,9849,21236
TAMAN KROCOK,5982,4726,10708
JAMBESARI DARUS SHOLAH,12528,6680,19208
GAMBIRAN,0,0,0
SUMBERWRINGIN,11085,8091,19176
SRONO,0,0,0
LICIN,0,0,0
KLABANG,8031,3676,11707
KALIBARU,0,0,0
BINAKAL,5158,4363,9521
SUKOSARI,6200,2882,9082
SUMBERMALANG,9919,4584,14503
TLOGOSARI,15739,9326,25065
WONOSARI,13686,10364,24050
PUJER,15999,7354,23353
SEMPOL,4944,2952,7896
BOTOLINGGO,14598,4859,19457
TEGALAMPEL,7236,7193,14429
JATIBANTENG,8429,4226,12655
GRUJUGAN,13533,6574,20107
WRINGIN,11576,11353,22929
TAPEN,13384,7359,20743
SITUBONDO,15940,12228,28168
ARJASA,13148,9037,22185
BUNGATAN,8803,6113,14916
BANYUGLUGUR,7618,5393,13011
SUKAPURA,5871,6401,12272
BANYUPUTIH,10680,14886,25566
CURAHDAMI,10973,7369,18342
TENGGARANG,13640,9602,23242
ASEMBAGUS,15018,10782,25800
JANGKAR,12085,7884,19969
TEGALSIWALAN,9677,7648,17325
DRINGU,11281,19047,30328
MLANDINGAN,8914,4726,13640
GENDING,10421,10308,20729
WONOMERTO,10223,7428,17651
KENDIT,10679,6654,17333
KREJENGAN,9235,12275,21510
PANARUKAN,17703,13201,30904
MARON,17383,14500,31883
MANGARAN,10536,8397,18933
PAJARAKAN,9262,9201,18463
SUBOH,11406,4822,16228
PAITON,21951,16036,37987
KAPONGAN,12582,9648,22230
PANJI,24436,17923,42359
KRAKSAAN,13405,20287,33692
BESUKI,22138,12514,34652
BESUK,12430,12826,25256
SUMBERASIH,19163,13248,32411
TIRIS,11580,17293,28873
REMBANG,19868,11758,31626
KRUCIL,10175,10798,20973
GADING,11859,14885,26744
POHJENTREK,10427,5609,16036
GONDANGWETAN,16352,11209,27561
PAKUNIRAN,10794,14036,24830
KURIPAN,5210,6966,12176
BANTARAN,11224,7097,18321
KOTAANYAR,9805,11674,21479
TONGAS,16535,16712,33247
LECES,15118,12018,27136
LEKOK,12858,18699,31557
KRATON,30111,12847,42958
SUMBER,8015,7288,15303
GEMPOL,37994,30592,68586
NGULING,16286,12333,28619
WINONGAN,12879,9634,22513
PURWODADI,21152,15956,37108
BANGIL,29431,15061,44492
KEJAYAN,21130,11602,32732
REJOSO,14175,10838,25013
BANYUANYAR,12941,12270,25211
TOSARI,7430,4742,12172
LUMBANG,6545,9452,15997
WONOREJO,19159,8668,27827
TUTUR,17947,12602,30549
PUSPO,7716,5711,13427
SEDATI,21110,22040,43150
BEJI,28699,17027,45726
KRIAN,26213,36760,62973
LUMBANG,10138,8409,18547
PRIGEN,22219,26322,48541
PURWOSARI,25666,19722,45388
TAMAN,43812,59882,103694
GRATI,20400,20937,41337
PASREPAN,12840,10827,23667
SUKOREJO,26040,17657,43697
TANGGULANGIN,23035,23700,46735
GEDANGAN,28290,29835,58125
PANDAAN,33808,26168,59976
BALONGBENDO,18062,23003,41065
BUDURAN,23782,21745,45527
TARIK,19530,19176,38706
SIDOARJO,46124,54639,100763
WONOAYU,20766,22916,43682
TULANGAN,22890,28169,51059
GEDEG,13890,19132,33022
BANGSAL,13542,16438,29980
SUKODONO,24501,31668,56169
PURI,16389,25000,41389
JABON,15516,12799,28315
MOJOSARI,18287,25289,43576
CANDI,35008,37657,72665
SOOKO,17418,21706,39124
PRAMBON,17740,25679,43419
KEMLAGI,14608,19303,33911
KREMBUNG,17793,20500,38293
PUNGGING,20125,25402,45527
DAWARBLANDONG,13119,19030,32149
JETIS,19497,28982,48479
PLOSO,9845,14447,24292
PORONG,15734,21316,37050
TROWULAN,14058,27498,41556
WARU,44987,59242,104229
JATIREJO,9017,15006,24023
KABUH,12640,13211,25851
KESAMBEN,16019,20891,36910
TEMBELANG,14058,16737,30795
DLANGGU,10625,20087,30712
MOJOANYAR,12423,15555,27978
PACET,13049,20911,33960
GUDO,13321,17416,30737
JOGOROTO,15377,19500,34877
NGORO,22878,22382,45260
KUDU,8508,10420,18928
BANDARKEDUNGMULYO,11269,13750,25019
NGORO,14571,25711,40282
MOJOWARNO,18213,32254,50467
WONOSALAM,6233,12019,18252
BARENG,8931,21853,30784
KUTOREJO,14576,21934,36510
SAWAHAN,7974,13813,21787
PERAK,13565,15109,28674
GONDANG,10145,14868,25013
TRAWAS,6709,11742,18451
GONDANG,11161,20277,31438
PLANDAAN,12794,10781,23575
SUMOBITO,19243,26715,45958
DIWEK,5612,7843,13455
NGLUYU,5164,3976,9140
NGANJUK,14979,23401,38380
SUKOMORO,8794,17356,26150
MEGALUH,10576,12117,22693
PETERONGAN,15825,20758,36583
PRAMBON,13905,26361,40266
LENGKONG,10154,9202,19356
WILANGAN,7701,9200,16901
REJOSO,17830,24094,41924
MOJOAGUNG,16378,25980,42358
BAGOR,17014,18906,35920
PACE,10805,24141,34946
NGUSIKAN,6827,7016,13843
JOMBANG,34215,42307,76522
LOCERET,14377,25685,40062
BERBEK,12635,19058,31693
KEBONSARI,15796,16625,32421
TANJUNGANOM,21411,42068,63479
PATIANROWO,9968,13878,23846
BARON,10408,18111,28519
NGRONGGOT,14150,29313,43463
PILANGKENCENG,13025,18708,31733
MEJAYAN,11341,14648,25989
SARADAN,17605,20689,38294
NGETOS,5556,13690,19246
KERTOSONO,11511,19047,30558
MADIUN,9909,13976,23885
NGARIBOYO,12366,10067,22433
DOLOPO,12674,20181,32855
PONCOL,10727,6962,17689
JATIKALEN,7009,5322,12331
BALEREJO,11601,15542,27143
SAWAHAN,7170,8417,15587
DAGANGAN,12267,15885,28152
JIWAN,15440,19457,34897
WUNGU,13623,19978,33601
KARTOHARJO,7176,8465,15641
GEMARANG,7190,11121,18311
KARE,6878,11483,18361
BARAT,8694,9536,18230
KARANGREJO,7296,6784,14080
GEGER,15085,21624,36709
SUKOMORO,8999,10262,19261
WONOASRI,8388,11668,20056
NGUNTORONADI,6169,6310,12479
KAWEDANAN,12294,12557,24851
KARAS,12431,8955,21386
PARANG,15500,9689,25189
KARANGANYAR,4362,12728,17090
PLAOSAN,18155,13361,31516
PANEKAN,15700,16969,32669
TAKERAN,11382,11362,22744
LEMBEYAN,14007,10572,24579
PANGKUR,8302,9440,17742
MAOSPATI,11678,14344,26022
GERIH,7386,12515,19901
BENDO,11498,13687,25185
BRINGIN,6436,12197,18633
SINE,8202,16248,24450
MAGETAN,14083,12294,26377
GENENG,12644,18298,30942
PITU,8241,9004,17245
SIDOREJO,7791,8786,16577
WIDODAREN,13695,24553,38248
MANTINGAN,8944,13519,22463
JOGOROGO,9149,13140,22289
NGAWI,23226,26186,49412
PURWOSARI,7946,8210,16156
PADAS,7621,14141,21762
KEDUNGGALAR,15004,24108,39112
TRUCUK,10258,10555,20813
KENDAL,11474,15830,27304
MARGOMULYO,4642,8076,12718
PARON,22225,29952,52177
KASREMAN,6070,8507,14577
SUKOSEWU,12048,12173,24221
MALO,10359,7215,17574
KARANGJATI,11666,18579,30245
KWADUNGAN,7551,9297,16848
PADANGAN,11060,12567,23627
KEDEWAN,2400,4750,7150
NGRAMBE,8537,14927,23464
TEMAYANG,11098,9562,20660
GONDANG,5783,8806,14589
TAMBAKREJO,13961,16942,30903
NGRAHO,10501,14443,24944
KALITIDU,15886,11999,27885
KASIMAN,7754,9636,17390
NGAMBON,3172,3403,6575
DANDER,22647,21439,44086
SEKAR,5445,9854,15299
BOJONEGORO,23221,25552,48773
SUGIHWARAS,15117,11098,26215
BALEN,21103,17539,38642
NGASEM,16967,16385,33352
MERAKURAK,14429,16454,30883
JENU,11668,16921,28589
BAURENO,22694,21466,44160
GAYAM,9599,8504,18103
BUBULAN,4740,3598,8338
SEMANDING,25771,32340,58111
KEDUNGADEM,27605,18303,45908
KAPAS,17280,14009,31289
SUMBEREJO,24320,16116,40436
JATIROGO,10642,20652,31294
KANOR,19040,14050,33090
SINGGAHAN,9301,12478,21779
KEPOH BARU,20631,16057,36688
RENGEL,16262,15994,32256
KENDURUAN,4949,10063,15012
SENORI,9081,11976,21057
PLUMPANG,17267,23969,41236
MANTUP,14300,13855,28155
BANCAR,11226,22021,33247
PALANG,19411,24792,44203
MONTONG,11785,16656,28441
TURI,15131,14147,29278
TUBAN,22366,26462,48828
PARENGAN,14020,16089,30109
SUKORAME,7102,5729,12831
WIDANG,10566,16566,27132
LAMONGAN,20436,18204,38640
KARANGBINANGUN,10514,9538,20052
SOKO,21288,25559,46847
TAMBAKBOYO,8731,13744,22475
KALITENGAH,9831,8859,18690
BANGILAN,9935,13510,23445
GRABAGAN,6433,13598,20031
KARANGGENENG,10862,11184,22046
KEREK,12767,23355,36122
DEKET,13791,10648,24439
LAREN,12734,9263,21997
KEDUNGPRING,16723,14800,31523
SOLOKURO,13703,9138,22841
PUCUK,10391,12886,23277
KEMBANGBAHU,12627,16429,29056
BRONDONG,17302,16584,33886
SUKODADI,15812,15535,31347
DUKUN,21303,11191,32494
NGIMBANG,14802,12903,27705
BABAT,20396,23267,43663
TIKUNG,11189,14686,25875
PACIRAN,28905,18094,46999
GLAGAH,11767,9759,21526
SAMBENG,16081,15487,31568
BLULUK,7367,5864,13231
MODO,15959,12673,28632
SEKARAN,9309,10423,19732
CERME,22480,21109,43589
SUGIO,15325,18749,34074
WRINGINANOM,19753,21024,40777
MANYAR,33493,22415,55908
KEBOMAS,29405,25286,54691
DRIYOREJO,24881,28411,53292
SARIREJO,8021,5694,13715
UJUNGPANGKAH,14888,10255,25143
SIDAYU,13176,8089,21265
SANGKAPURA,15366,8170,23536
BANGKALAN,35749,13650,49399
BLEGA,39253,9387,48640
BUNGAH,18548,16120,34668
MODUNG,27013,7302,34315
KOKOP,40785,8605,49390
KEDAMEAN,14425,22297,36722
GRESIK,23747,18494,42241
MADURAN,8206,7851,16057
BALONGPANGGANG,16806,15889,32695
TRAGAH,26527,2508,29035
PANCENG,15201,9317,24518
BENJENG,17983,18830,36813
TANAH MERAH,59266,7564,66830
MENGANTI,24456,40606,65062
KONANG,40085,7976,48061
SRESEH,6008,8355,14363
AROSBAYA,23969,7952,31921
TANJUNG BUMI,32684,5178,37862
KAMAL,15740,10840,26580
DUDUKSAMPEYAN,17913,10315,28228
TAMBAK,7131,4678,11809
ROBATAL,31627,7634,39261
JRENGIK,19271,6422,25693
BURNEH,49663,7161,56824
KWANYAR,40229,3440,43669
LABANG,21837,8576,30413
SEPULU,25947,10760,36707
KLAMPIS,35071,5322,40393
SOCAH,27195,11804,38999
KETAPANG,53731,7077,60808
GALIS,63938,7037,70975
GEGER,39657,14196,53853
CAMPLONG,37291,12887,50178
TAMBELANGAN,26118,7237,33355
KEDUNGDUNG,50170,28136,78306
TORJUN,20874,6954,27828
PANGARENGAN,7562,3783,11345
WARU,36813,6240,43053
PEGANTENAN,35708,9944,45652
SOKOBANAH,46062,12529,58591
BANYUATES,36588,22630,59218
TLANAKAN,19961,11977,31938
PAMEKASAN,39331,11323,50654
KADUR,13490,10157,23647
KOTA SUMENEP,25784,14635,40419
SAMPANG,45558,17617,63175
OMBEN,51442,8021,59463
KARANGPENANG,42450,13473,55923
PROPPO,41532,9576,51108
MASALEMBU,3849,5462,9311
GAPURA,8009,12136,20145
LARANGAN,16715,11508,28223
NONGGUNONG,4252,3166,7418
BATUMARMAR,53230,11809,65039
PADEMAWU,31448,15022,46470
BATUAN,3578,2861,6439
BATU PUTIH,11438,10733,22171
PASEAN,23833,9982,33815
PAKONG,13628,5560,19188
TALANGO,7983,11287,19270
KALIANGET,10848,10623,21471
GALIS,9895,6541,16436
GAYAM,12430,5260,17690
DUNGKEK,9106,9155,18261
BATANG BATANG,13332,14372,27704
LENTENG,15212,18664,33876
MANDING,8478,6652,15130
AMBUNTEN,11912,10781,22693
KOTA,16532,33583,50115
SAPEKEN,15691,5899,21590
PRAGAAN,27194,15251,42445
ARJASA,27270,10303,37573
PASONGSONGAN,14923,11451,26374
PESANTREN,17033,31704,48737
GILI GINTING,5115,5188,10303
GANDING,9872,8476,18348
SARONGGI,10329,10601,20930
RUBARU,11981,8830,20811
DASUK,9241,6717,15958
SUKOREJO,8827,19603,28430
SANANWETAN,12217,18605,30822
BLUTO,15715,11357,27072
KANGAYAN,8215,2822,11037
KANIGARAN,17950,14000,31950
MOJOROTO,25896,35205,61101
LOWOKWARU,37623,52068,89691
KEPANJENKIDUL,8305,16391,24696
SUKUN,37508,68839,106347
KLOJEN,23595,35657,59252
MAYANGAN,16727,18771,35498
BLIMBING,41075,57906,98981
KADEMANGAN,12942,10230,23172
PURWOREJO,17463,12898,30361
GADINGREJO,12537,10327,22864
BENOWO,0,0,0
KEDOPAK,10921,7361,18282
WONOASIH,10572,7787,18359
KEDUNGKANDANG,42327,56501,98828
KARTOHARJO,12437,17578,30015
PANGGUNGREJO,19286,14585,33871
BUGUL KIDUL,9681,6086,15767
LAKARSANTRI,0,0,0
KARANGPILANG,0,0,0
MANGUHARJO,11306,19986,31292
PRAJURIT KULON,14839,18230,33069
TAMAN,17305,27495,44800
MAGERSARI,17867,23274,41141
JAMBANGAN,0,0,0
KENJERAN,0,0,0
SEMAMPIR,0,0,0
MULYOREJO,0,0,0
WIYUNG,0,0,0
ASEM ROWO,0,0,0
GUNUNG ANYAR,0,0,0
BULAK,0,0,0
TENGGILIS MEJOYO,0,0,0
PAKAL,0,0,0
GAYUNGAN,0,0,0
PABEAN CANTIKAN,0,0,0
DUKUHPAKIS,0,0,0
WONOKROMO,0,0,0
TEGALSARI,0,0,0
SAWAHAN,0,0,0
KREMBANGAN,0,0,0
TAMBAKSARI,0,0,0
SUKOMANUNGGAL,0,0,0
WONOCOLO,0,0,0
SIMOKERTO,0,0,0
TANDES,0,0,0
SAMBIKEREP,0,0,0
BUBUTAN,0,0,0
GUBENG,0,0,0
RUNGKUT,0,0,0
SUKOLILO,0,0,0
GENTENG,0,0,0
CARITA,9244,8676,17920
MEKARJAYA,5278,4214,9492
SUKARESMI,7632,9595,17227
CISATA,9683,2455,12138
CIBITUNG,5140,5657,10797
KORONCONG,6129,3073,9202
BANJAR,9541,5456,14997
CADASARI,11948,4479,16427
PANDEGLANG,16470,6766,23236
SINDANGRESMI,6020,5343,11363
PATIA,7040,6279,13319
KARANG TANJUNG,12399,5679,18078
BUMIAJI,13441,22958,36399
JUNREJO,11900,17326,29226
SUMUR,5055,6898,11953
BATU,46979,73055,120034
PANIMBANG,9401,15941,25342
ANGSANA,6105,7671,13776
CIGEULIS,7566,10590,18156
BOJONG,10868,5834,16702
KADUHEJO,13538,4326,17864
CIKEDAL,10915,5759,16674
CIPEUCANG,8987,3732,12719
PULOSARI,9049,4253,13302
CIMANUK,13790,4769,18559
LABUAN,15326,12021,27347
PICUNG,10398,6266,16664
MAJASARI,17833,5918,23751
MANDALAWANGI,16404,6987,23391
CIMANGGU,7732,12702,20434
JIPUT,11277,4758,16035
CIJAKU,6275,8044,14319
CIKEUSIK,11525,15178,26703
SAKETI,13977,6920,20897
MENES,14142,4274,18416
MUNJUL,7005,5584,12589
WANASALAM,11197,13744,24941
CIBALIUNG,6012,8110,14122
SOBANG,7063,9692,16755
PAGELARAN,11501,6863,18364
LEBAKGEDONG,5747,5835,11582
PANGGARANGAN,9664,11490,21154
SOBANG,7257,12555,19812
MALINGPING,14752,15648,30400
CIPANAS,15284,8145,23429
CIKULUR,12433,9247,21680
CIBEBER,13450,22294,35744
CURUG BITUNG,6759,9342,16101
BAYAH,11193,13468,24661
MUNCANG,9346,6712,16058
CIBADAK,19314,10543,29857
LEUWIDAMAR,12332,10252,22584
CILELES,11007,10858,21865
WARUNGGUNUNG,15579,9572,25151
CILOGRANG,9250,8418,17668
BOJONGMANIK,5689,5934,11623
BANJARSARI,15665,11109,26774
KALANGANYAR,10134,5147,15281
CIHARA,6347,9133,15480
CURUG,44755,33089,77844
MAJA,16192,8555,24747
SAJIRA,14681,8501,23182
RANGKASBITUNG,40613,24328,64941
CIRINTEN,7567,6169,13736
SUKAMULYA,23353,10793,34146
GUNUNGKENCANA,9206,7864,17070
CIMARGA,16815,13379,30194
KELAPA DUA,40733,46848,87581
GUNUNG KALER,13826,11073,24899
JAYANTI,20691,9887,30578
CIGEMLONG,4146,7445,11591
PANONGAN,31391,22998,54389
SEPATAN TIMUR,26998,16633,43631
TIGARAKSA,40059,25080,65139
CIKUPA,63493,32222,95715
PAGEDANGAN,29536,18646,48182
SEPATAN,32779,16584,49363
BALARAJA,39104,18981,58085
CISOKA,25126,16221,41347
LEGOK,32888,20300,53188
SOLEAR,20497,17170,37667
KEMIRI,12979,8209,21188
KRONJO,19026,11861,30887
KOSAMBI,25108,35506,60614
CISAUK,20048,16854,36902
SINDANG JAYA,27342,14178,41520
PASAR KEMIS,69213,57309,126522
PAKUHAJI,33985,26880,60865
KOPO,16607,7425,24032
KRESEK,22182,12108,34290
JAWILAN,19192,8234,27426
PAMARAYAN,12101,12684,24785
JAMBE,15012,9144,24156
TELUKNAGA,38693,38334,77027
MEKAR BARU,11270,8124,19394
CINANGKA,16585,11976,28561
MANCAK,13335,7734,21069
CIOMAS,12340,5931,18271
MAUK,30769,13589,44358
WARINGINKURUNG,12661,8050,20711
PETIR,14918,10299,25217
PADARINCANG,18270,11529,29799
KRAMATWATU,31836,18045,49881
ANYAR,16989,11387,28376
GUNUNG SARI,5421,3132,8553
SUKADIRI,22560,9933,32493
RAJEG,45269,27902,73171
BANDUNG,9904,6766,16670
KIBIN,18502,10851,29353
CIKEUSAL,21699,13006,34705
BINUANG,10907,5231,16138
CIKANDE,32217,17611,49828
BAROS,17315,7295,24610
KARANG TENGAH,32147,29097,61244
BOJONEGARA,15047,9288,24335
PABUARAN,12377,7764,20141
KRAGILAN,23628,12761,36389
TUNJUNG TEJA,12568,7453,20021
CIRUAS,25889,14344,40233
PERIUK,34094,32920,67014
PONTANG,13612,8276,21888
CIPONDOH,58913,47285,106198
CARENANG,13879,4422,18301
TANGERANG,41589,41813,83402
TIRTAYASA,13676,8001,21677
CIBODAS,40032,34592,74624
LEBAK WANGI,12980,6254,19234
KARAWACI,48089,46921,95010
PULO AMPEL,13291,6633,19924
PULOMERAK,13529,10593,24122
NEGLASARI,28628,29040,57668
TANARA,15799,4281,20080
BENDA,25208,18692,43900
WALANTAKA,25052,15256,40308
PINANG,50422,33996,84418
PURWAKARTA,14434,8388,22822
CILEDUG,37918,33140,71058
BATUCEPER,27323,20340,47663
CURUG,14319,10185,24504
TAKTAKAN,26277,15287,41564
CIPUTAT,50840,55410,106250
CILEGON,14216,8610,22826
CITANGKIL,24153,13119,37272
LARANGAN,40981,41328,82309
JATIUWUNG,35243,16181,51424
GEROGOL,14408,7491,21899
CIPOCOK JAYA,26411,16768,43179
PONDOK AREN,76335,78592,154927
SETU,21305,17609,38914
CIBEBER,15916,11200,27116
SERPONG,34215,38978,73193
CIWANDAN,17696,7343,25039
BATURITI,9761,20496,30257
SERANG,64458,45562,110020
JOMBANG,17258,15164,32422
PENEBEL,10863,22707,33570
JEMBRANA,10305,21480,31785
KASEMEN,25699,18964,44663
SERPONG UTARA,28053,37231,65284
NEGARA,18440,26407,44847
PUPUAN,6225,21677,27902
MELAYA,9342,19691,29033
PAMULANG,79800,82822,162622
ABIANSEMAL,16355,40988,57343
CIPUTAT TIMUR,45593,49146,94739
MARGA,8134,21654,29788
SELEMADEG BARAT,4062,10490,14552
MENDOYO,9256,26555,35811
